word,zipf,in_top50k,levels_used
paring,2.54,0,154
paris,4.82,1,12 17 72 91 92 115 134 143 151
parish,4.11,1,163
parisian,3.28,1,151
park,5.16,1,66
parking,4.47,1,158
parliament,4.74,1,184
parody,3.78,1,81 130 185
parrot,3.49,1,8 32 51 74 105 121 124 137 178
parry,3.44,1,190
parthenon,2.66,1,193
party,5.49,1,73 106 138
party hat,4.53,1,145
pass,5.05,1,19 76 163
passage,4.27,1,38 129
passenger,4.38,1,62
passion,4.44,1,134 168
passport,4.05,1,94 148
password,4.06,1,44 56 175
past,5.36,1,161
pasta,3.92,1,65 90 91 137 169
paste,3.91,1,50
pastries,3.05,1,130
pat,4.24,1,162
patches,3.86,1,9
patent,4.18,1,109
pathogen,3.17,1,155
patient,4.77,1,4 16 94 132
patriot,3.73,1,195
pattern,4.56,1,48 55 128
patty,3.58,1,48
paul,5.03,1,145
paul bunyan,2.61,1,197
pause,4.0,1,138
paved,3.62,1,132
paw,3.48,1,131
pawn,3.53,1,14
payment,4.66,1,135
pc,4.53,1,96
pdf,3.84,1,150
peace,5.02,1,88 108 190
peach,3.77,1,96
peanut,3.9,1,5 23 162
peanuts,3.52,1,175
pear,3.47,1,17 22 96
pearl,4.14,1,30
peat,3.3,1,16
pecan,2.93,1,17
pecorino,2.14,0,170
pecos bill,2.55,0,197
pedal,3.64,1,29 65 72 111 140 143
pedals,3.23,1,27
pegasus,3.15,1,146
pegs,2.98,1,27 159
pen,4.38,1,3 7 17 53 136 178
pencil,3.95,1,7 129 178
penguin,3.78,1,34 36 51 71 111 124 183
penicillin,3.04,1,94
peninsula,4.03,1,181
penne,2.47,0,43 169
pennsylvania,4.4,1,99
pentagon,3.7,1,5 50 186
penthouse,3.31,1,185 186
peony,2.57,1,16 129
pepper,4.14,1,80
pepperoni,3.01,1,32
peppers,3.66,1,14 105
percent,5.04,1,121
perception,4.18,1,104
perch,3.29,1,77
percussion,3.37,1,177
perfume,3.75,1,125 156 189
period,5.21,1,145 147 170
periodical,3.14,1,158
periscope,2.87,1,54 93 147
perseus,2.74,1,142
persian,3.83,1,13 95
persuasive,3.41,1,110
peru,3.89,1,59
peso,3.0,1,148 194
pestilence,2.78,1,165
pestle,2.54,0,126
petal,3.04,1,82 95
peter pan,4.39,1,21
petra,3.27,1,45 121 144
phalanges,2.18,0,175
phalanx,2.85,1,117
phantom,3.78,1,188
pharaoh,3.32,1,6 30 38 49 93 190 195
phases,3.83,1,87
philosophy,4.49,1,16 75
pho,2.9,1,143 158
phoenician,2.69,1,183
phoenix,4.21,1,22 70 109 134
phone,5.3,1,98
phonetics,2.57,1,68 78
photo,4.97,1,148
photograph,4.23,1,60
photography,4.45,1,64 98 118
photon,3.32,1,81
phrase,4.3,1,172
physical,4.94,1,178
physicist,3.42,1,181
physics,4.39,1,64 190
piano,4.31,1,6 11 18 72 96
picador,2.0,0,97
picasso,3.46,1,193
piccadilly circus,3.02,1,199
pick,5.08,1,72
pickleball,1.63,0,149 177
pickup,3.86,1,48
picnic,3.8,1,125 138
pie,4.19,1,5 18 47 62 184
pier,3.82,1,39
pierogi,2.04,0,180
pig,4.14,1,1 89 153
pigment,3.37,1,131
pike,3.68,1,69
pilates,3.0,1,118
pill,4.03,1,173
pillar,3.64,1,104
pillow,3.96,1,6 14 92 112 159 194
pilot,4.52,1,78
pimple,2.83,1,176
pin,4.28,1,70 146
pine,4.1,1,25 131 177
pineapple,3.58,1,67 115
pinky,3.39,1,138
pinocchio,2.93,1,21
pinot noir,3.09,1,170
pins,3.8,1,100 142 159
pint,3.66,1,123
pinto,3.12,1,43
pipe,4.25,1,19 197
pipette,2.28,0,161
pirate,3.96,1,142
pirates,3.99,1,99
pisces,2.96,1,21 63 110
piste,2.39,0,169
pistil,1.91,0,128
pistol,3.93,1,33 123 168
piston,3.47,1,152
pistons,3.34,1,25
pit,4.27,1,181
pita,3.0,1,14
pitch,4.43,1,123
pitcher,3.79,1,11
pitcher plant,3.79,1,91
pitchfork,3.01,1,138
pitstop,2.29,0,55
pizza,4.43,1,8 32 48 90 103 131 136 137 157 184
plain,4.43,1,152 186
plane,4.72,1,32 45 54 146 149
planet,4.68,1,20 49 63 155
planets,4.05,1,7 13 70 140 173
plank,3.46,1,132 165
plankton,3.05,1,144
planner,3.53,1,55
plants,4.71,1,151
plaque,3.69,1,191
plasma,3.95,1,23 28 80 114 193
plastic,4.51,1,8 95 97
plate,4.55,1,2 61 94
plate tectonics,2.71,1,115
plateau,3.61,1,59 82 154 160 181 184
platelets,2.83,1,28
platform,4.67,1,62
plating,3.14,1,152
platinum,4.02,1,188
plato,3.37,1,41 76 160 164
platoon,3.52,1,117 149
platypus,2.69,1,42
player,5.19,1,190
pliers,2.9,1,137
ploughing,2.76,1,153
plum,3.55,1,30 96
plumber,3.36,1,17
pluto,3.35,1,4 7 20
plutonium,3.24,1,86
png,3.36,1,150 153
poached,2.99,1,39 102 164
pocket,4.48,1,159
pocket watch,4.48,1,15
pod,3.71,1,128
poe,3.55,1,194
poem,4.25,1,101 110 190
poet,4.21,1,8
poetry,4.4,1,11
point,5.54,1,82 146 179
pointe,3.03,1,72
points,5.23,1,179
poison,4.08,1,199
poker,3.97,1,75 163
poland,4.24,1,46
polar bear,3.96,1,26 47 49 71 90 111
polaris,3.08,1,15 93
poles,3.88,1,78
police,5.33,1,137
polio,3.27,1,151
political,5.29,1,100 178
polka,3.2,1,85
pollen,3.47,1,128 144 175
polling,3.83,1,172
pomegranate,2.93,1,37
pomelo,1.79,0,49
pomeranian,2.58,1,126 158
pompeii,3.0,1,45 84 183
pond,3.98,1,3 32
ponytail,3.07,1,125 136 168
poodle,3.02,1,60 198
pool,4.67,1,11
pop,4.87,1,3 77 132 138
popcorn,3.73,1,19 40 130 131 145
poplar,3.07,1,138
popsicle,2.82,1,126
population,5.01,1,118
porcelain,3.56,1,109 139
porcini,2.0,0,37 115
porcupine,2.88,1,50 199
pore,3.28,1,150
pores,3.4,1,131
pork,4.03,1,60 115
portobello,2.61,1,115 189
portrait,4.22,1,49
portugal,4.1,1,72
pose,4.1,1,60 78 165
poseidon,3.1,1,157
posh,3.4,1,167
post,5.43,1,113 179
postcard,3.44,1,131 150
postmark,2.33,0,168
posture,3.65,1,162
potato,4.11,1,2 88 105 189
potential,5.01,1,168
potion,3.32,1,58 183
pottery,3.7,1,45 75 139
potus,3.13,1,159
pound,4.32,1,7 18 24 67 125 148
powder,4.25,1,78 189
power,5.52,1,119
prada,3.21,1,74 83
prado,2.85,1,165
prague,3.65,1,31
prank,3.7,1,12
prayer,4.42,1,130
predator,3.71,1,47 100 131 191
predicate,2.85,1,172
prefer,4.57,1,133
preorder,3.03,1,186
prescription,4.0,1,114
present,5.18,1,161
president,5.45,1,55
press,5.16,1,160
pressure,5.01,1,55 118
pretzel,2.98,1,131 180
pretzels,2.96,1,145
pride,4.49,1,139 144 163
priest,4.33,1,130
primary,4.88,1,172
prime,4.81,1,83 109 161 186
priming,2.89,1,164
prince,4.72,1,7 21 138
princess,4.53,1,7
principal,4.52,1,179
printer,3.93,1,107
printing press,4.28,1,75 120
privacy,4.36,1,56
prize,4.59,1,159
probiotic,2.6,1,17 112
processor,3.87,1,43 192
produce,4.78,1,155 194
programming,4.37,1,30
projection,3.79,1,113
projector,3.41,1,130
prokaryote,1.45,0,195
promote,4.56,1,193
proofreader,2.14,0,124
propane,3.21,1,146
proposal,4.47,1,195 199
propose,3.99,1,176
props,3.72,1,23
proscenium,2.19,0,181
prosciutto,2.53,0,115 183
protagonist,3.67,1,147
protein,4.53,1,11 61
proton,3.42,1,35 73
protozoa,2.3,0,113 195
protractor,2.06,0,139 178
publicize,2.86,1,195
publisher,4.13,1,124
puccini,2.61,1,167
pudding,3.61,1,62 184
puddle,3.26,1,175 198
puddles,2.91,1,22
pug,3.11,1,60
pulitzer,3.35,1,183
pull,4.82,1,193
pulse,4.06,1,46 55 68 133 136 157
puma,3.22,1,56
pump,4.28,1,122
pumpernickel,1.89,0,130
pumpkin,3.83,1,21 27 72 95 137 155
punctuation,3.29,1,163
pupa,2.51,0,164
pupil,3.81,1,51 143 175
puppet,3.8,1,21
purr,2.75,1,5
purse,3.95,1,3
pursuit,4.12,1,187
pushup,2.06,0,165
puzzle,3.96,1,3 24 61 98 139 145 157 192 196
pyramid,3.75,1,6 30 81 144 158 166
pyramids,3.33,1,38 49 190 193
pyrenees,2.87,1,18
python,3.78,1,74 79 113 135 171
qled,1.32,0,114
quadriceps,2.37,0,139
quantum,4.07,1,81 110 115
quarantine,3.64,1,151
quark,3.05,1,110 159
quarter,4.72,1,42
quarters,4.23,1,123
quartet,3.54,1,172
quartz,3.7,1,55 66 104
quebec,3.97,1,64
queen,4.86,1,7 31 122 123 129 134 138 173 182
queen mary,4.78,1,192
queens,4.06,1,190
quesadilla,2.33,0,157
quest,4.27,1,103 159
question,5.35,1,170
question mark,5.05,1,147
questions,5.15,1,102
quiche,2.62,1,165
quick,4.98,1,162
quickly,5.0,1,174
quidditch,2.74,1,25 65
quill,3.11,1,131 152
quiver,2.84,1,33 100 130
quokka,1.5,0,60 184
rabbi,3.69,1,93
rabbit,4.05,1,33 68 75 77 78 126 130
raccoon,3.27,1,153 190
rachel,4.15,1,20
rack,3.9,1,12 159
racket,3.33,1,149 177
radar,4.2,1,188
radiation,4.27,1,40 59 199
radio,5.01,1,69 124 163 196
radish,2.78,1,77 126
radium,2.8,1,86
raft,3.46,1,7 71
rafter,2.56,1,132
rage,4.11,1,35
rail,4.41,1,127
railway,4.46,1,54 57
rain,4.71,1,4 66 106 117 175 187
rainbow,4.07,1,141 163 172 181 196 198
raincoat,2.68,1,198
rainfall,3.82,1,182
rainforest,3.39,1,174
rainy,3.74,1,11 22
raise,4.75,1,139 174
rake,3.38,1,116 126 138
rally,4.34,1,153
ram,4.19,1,87
rambutan,1.77,0,67 174
ramen,3.35,1,143 153 158
ranch,4.03,1,66 67 114 156
rap,4.12,1,3 13
rapid,4.38,1,162
rapids,3.64,1,47
rapier,2.58,1,93
rapunzel,2.79,1,21
rare elements,4.7,1,51
rarely,4.42,1,65
rash,3.67,1,138 170
raspberry,3.5,1,14 37
rat,4.17,1,56
rattlesnake,2.87,1,65 79
ravine,3.15,1,59 128
ray,4.69,1,179
razor,3.72,1,14 124
re,5.23,1,80
reaction,4.73,1,135
reactor,3.83,1,59 73
reading,5.14,1,53 86 110 128 144 172
reagan,3.95,1,49
real estate,4.82,1,117 156
realtor,3.25,1,69 179
rebound,3.53,1,11
receipt,3.92,1,135
recess,3.53,1,187
recession,3.85,1,155
rechargeable,2.92,1,97
recipe,4.23,1,58 78 86
recluse,2.92,1,101
record player,5.19,1,170
recovery,4.58,1,94
rectangle,3.24,1,2
recurve,2.11,0,184
red,5.32,1,1 50 82 160
redeem,3.53,1,187
redness,2.95,1,138
reduce,4.73,1,156
reef,3.83,1,30 110 144 146 148 169
reel,3.68,1,103 113 122 128
referee,3.86,1,190
reflect,4.39,1,195
reflective,3.58,1,179
reflex,3.44,1,186
reformer,3.13,1,135
refrigerator,3.61,1,197
refuse,4.39,1,192
regiment,3.93,1,149
regression,3.5,1,113
reindeer,3.32,1,75 169
relativity,3.34,1,115
relay,3.86,1,125
relic,3.37,1,73 128
relief,4.55,1,28
religious building,4.85,1,156
relish,3.32,1,66 141
reminder,4.12,1,55
remnant,3.3,1,40
remote,4.41,1,137 160 161
renaissance,3.87,1,75 111 128 155 179
repeat,4.49,1,195
reply,4.5,1,195
report,5.32,1,62
repost,3.6,1,157
reproduction,3.79,1,109 134
reptile,3.25,1,8 32
reptiles,3.36,1,51 79 173
republic,4.6,1,179
rescue,4.48,1,81 174
research,5.39,1,71 183
resent,3.38,1,150
reservation,3.95,1,197
resistance,4.55,1,199
resolution,4.59,1,171 194
resound,2.27,0,195
rest,5.23,1,141
restaurant,4.68,1,27 58 118
restrooms,3.03,1,158
retina,3.4,1,51 143 175 189
retractor,2.18,0,129
reverse,4.37,1,146
review,5.12,1,44
revolution,4.56,1,128
revolver,3.41,1,33 123
revolving,3.41,1,170
rhino,3.57,1,19 66
rhombus,2.12,0,186
rhythm,4.05,1,28 64 89 137 146
ribbon,3.81,1,133 145 176
ribosome,2.42,0,139
rice,4.55,1,3 48 80 89 146
richmond,4.12,1,28 92
ricotta,2.68,1,51
riddle,3.44,1,24 192
rider,4.02,1,108
ridge,4.12,1,154
rifle,4.18,1,33 74 123 168
right,5.96,1,133 157 186
riley,3.9,1,166
rim,3.85,1,180
ring,4.81,1,50 111 121 151 174 181
ringo,3.16,1,145
rings,4.33,1,73
rink,3.41,1,154
rip,4.26,1,174
riposte,2.44,0,190
risk,5.05,1,15
river,5.03,1,3 32 52 58 105 109 111 167
riverbed,2.58,1,59
roach,3.44,1,180
road,5.24,1,2 54 74
roar,3.7,1,34 127 131 139 170
robe,3.52,1,41 58
robert,4.85,1,50
robert lee,4.73,1,197
robin,4.33,1,77 79 125
robot,4.24,1,43 81
robusta,2.24,0,42
rock,5.03,1,3 54 100 138 150
rock climbing,4.12,1,68 180
rocket,4.31,1,81 145
rockies,3.39,1,82
rod,4.14,1,74 103 128
rodent,3.2,1,103
role play,5.16,1,157
rolex,3.35,1,87
roll out,4.75,1,182
roller coaster,3.69,1,142
rolling fork,4.03,1,120
romance,4.32,1,19 35 129 134 145 169 183
romanesco,1.48,0,37
romania,3.78,1,21
rome,4.45,1,41 88 91 104 114 137
ronnie,3.7,1,135
roof,4.55,1,63
rooftop,3.55,1,185
rook,3.1,1,14 31 129
root,4.41,1,9 67 138 156
rope,4.06,1,68 100 176
rosary,3.16,1,73
rose,4.82,1,5 21 37 58 134 149
rose city,4.82,1,45
rosemary,3.57,1,76
roses,4.01,1,82 95 142 165
rossini,2.52,0,167
rotary,3.61,1,120
rotational,3.23,1,179
rough,4.49,1,173
roulette,3.39,1,75 163
route,4.67,1,25
router,3.5,1,182
routine,4.37,1,125
rover,3.76,1,188
row,4.6,1,140 150
rowboat,2.38,0,143
rowling,3.25,1,194
rubik’s cube,2.7,0,102
ruby,3.98,1,10 74 132 135 144 174
ruck,2.76,1,163
rudder,3.2,1,136
rug,3.72,1,29 75
rugby,4.4,1,120
ruins,4.02,1,45 119
ruler,3.84,1,139
run,5.49,1,60
rune,3.01,1,119
rung,3.2,1,127 172
runic,2.39,0,183
runny,2.94,1,179
runway,3.92,1,39 78 94
rupee,3.04,1,194
rust,3.74,1,134
rustic,3.37,1,43
rusting,2.72,1,24
ruthenium,2.16,0,159
rye,3.52,1,11 130
saber,3.18,1,130
saber-tooth,3.13,0,150 165 176
sabertooth tiger,1.88,0,42
sabre,3.02,1,93 142
sad,4.84,1,10
saddle,3.73,1,99
sadness,3.88,1,91
safari,3.63,1,22
safe,5.07,1,18 44 163
saffron,3.21,1,80
saga,3.87,1,161 198
sagebrush,2.56,1,89
sahara,3.4,1,172
sail,4.01,1,71 148 169
sailboat,2.95,1,147
sailfish,2.24,0,100
sailing,3.99,1,74
sailors,3.75,1,99
salad,4.15,1,8 18 37 48 62 158 169
salamander,2.76,1,51 121
salary,4.36,1,183
salmon,4.01,1,30 57 79 90 167
saloon,3.43,1,142 151 168
salsa,3.53,1,54 96 163 187
salt,4.6,1,40 163
salty,3.74,1,39
samba,3.18,1,9
samurai,3.65,1,48 120 132 154 193
san marco,3.92,1,183
sand,4.44,1,16 54 57 96 159 169 176 180
sandals,3.46,1,88
sandcastle,2.27,0,73
sandstorm,2.73,1,105 190
sandwich,4.13,1,32 148
sanskrit,3.31,1,175
santa,4.49,1,169
santa claus,3.48,1,73
santiago,3.66,1,105
sapphire,3.44,1,10 132
sarcasm,3.62,1,12 130
satchel,2.9,1,198
satellite,4.33,1,43 62 145
satin,3.39,1,12 130 153
satire,3.65,1,135 140 185
saturn,3.54,1,4 7 20 70 140
sauce,4.3,1,195
saucer,3.06,1,83
sauerkraut,2.66,1,156
sauna,3.25,1,26 185 192
saunter,2.23,0,167
sauron,2.86,1,53
sausage,3.8,1,10
savannah,3.62,1,100 139 172
savings,4.44,1,62
savory,3.0,1,52
saw,5.34,1,45 80 149 165
sawing,2.78,1,173
saxophone,3.15,1,129 161
scale,4.83,1,192
scales,3.98,1,22 52 70 134 198
scallop,2.75,1,36
scalpel,2.76,1,29 129
scalpers,2.3,0,186
scammer,2.95,1,41
scapula,2.46,0,175
scar,3.77,1,88 150
scarf,3.68,1,27 86 115 128 129 133 140 189
scarlet,3.64,1,126 135 141
scent,3.82,1,111 162 195
schedule,4.67,1,62
school,5.71,1,178 184 186
school subjects,4.38,1,3
schooner,3.03,1,150
science,5.12,1,3 64 110 133
science fiction,4.44,1,81 159
scientist,4.21,1,61 181
scissors,3.58,1,44 123 170 187
scone,2.74,1,154 178
scoop,3.69,1,149 183
scoops,2.99,1,150
scooter,3.57,1,27 143 151
score,4.83,1,13 79
scoreboard,3.21,1,156
scorpio,3.15,1,16
scorpion,3.37,1,41 78 86 101
scorpius,2.36,0,70 150
scorsese,2.9,1,166
scrabble,3.04,1,15 52 60 125 129 169
scrambled,3.45,1,39 102 164
scrape,3.4,1,182
scratch,4.16,1,5
scrawl,2.27,0,138
screams,3.84,1,169
screen,4.85,1,19 35 112 130 154 171 191
screwdriver,3.13,1,80 137
scribble,2.73,1,138
script,4.36,1,70 87 196
scroll,3.86,1,128 154
scrum,3.25,1,114
scuffle,2.79,1,143
sculpting,2.88,1,98
sculptor,3.34,1,26 110
sculpture,3.92,1,28 45 64 67 75 118
sea,5.06,1,3
sea world,5.06,1,164
seafood,3.65,1,127 184
seahorse,2.5,0,57 68 121
seal,4.3,1,6 111
seam,3.44,1,130
search,4.96,1,81
season,5.48,1,119 132
seat,4.82,1,138
seat belt,4.42,1,151
seatbelt,3.07,1,25 29 174
seaweed,3.22,1,48 86 146
secluded,3.24,1,160
second,5.63,1,101 127 152 199
second-person,5.29,0,154
security,5.2,1,44
sedan,3.55,1,37 48
sediment,3.42,1,104
seed,4.37,1,70 117 156
seedlings,3.12,1,16
seeds,4.28,1,27 149
seiko,2.7,1,87
seismic,3.54,1,33
seller,4.01,1,83
semantics,3.39,1,68 78
semaphore,2.55,0,147
semicolon,2.48,0,135 158
senator,4.58,1,55 63
sensor,3.92,1,43 107 196
seoul,3.93,1,132
serbia,3.71,1,21
serengeti,2.59,1,172
serf,2.41,0,193
sergeant,4.11,1,26
sermon,3.59,1,163
serum,3.74,1,9
serve,4.85,1,59 76 140 149
server,4.46,1,117 182
service,5.49,1,142
sesame,3.46,1,27 152
session,4.72,1,133
set square,4.84,1,139
setlist,2.91,1,185
settings,4.23,1,81
seven,5.08,1,20 71 85
seventeen,3.87,1,185
sewing,3.69,1,172 176
sextant,2.28,0,121
shackle,2.56,1,191
shading,3.3,1,115
shadow,4.44,1,160 166
shaft,3.9,1,158 169
shaggy,3.18,1,166
shake,4.33,1,33
shakespeare,4.0,1,124 194
shakshuka,1.58,0,165
shallow,4.04,1,179
shaman,3.22,1,187
shampoo,3.58,1,14 44
shapes,3.99,1,179
share,5.2,1,133
shark,4.1,1,12 34 47 148 164
sharp,4.48,1,179
shave,3.83,1,123
shawarma,2.3,0,145
shears,2.9,1,126
sheep,4.19,1,77
sheet,4.4,1,92
shelf,4.02,1,30 35
shell,4.39,1,34 78 107 136 141 154 159
shellfish,3.15,1,175
shelves,3.76,1,12 77 79
shepherd,3.9,1,105
shere khan,2.38,0,107
sheriff,4.16,1,142 151
sherman,3.85,1,145
shibuya crossing,2.7,1,199
shield,4.3,1,10 29 47 139 143 188
shift,4.57,1,192
shiitake,2.17,0,37 189
ship,4.93,1,7 54 69 71 91 103 105 120 144 178
ships,4.55,1,171
shire,3.47,1,65
shirt,4.63,1,4 98
shoes,4.67,1,4
shoestring,2.65,1,190
shooter,4.05,1,193
shop,4.88,1,199
shopping,4.68,1,109 162
shotgun,3.81,1,33 123
should,5.99,1,185
shoulder,4.5,1,68 140
shoulder pad,4.01,1,188
shout,4.06,1,35
shove,3.66,1,162
shovel,3.5,1,116 138 149
showdown,3.49,1,168
shower,4.5,1,14 112 125
showers,3.89,1,22
shrek,3.27,1,70 165
shrimp,3.79,1,36
shrub,3.19,1,116 151 152
shrubs,3.37,1,151
shumai,0.0,0,156
shutter,3.48,1,107 190 191
shuttle,3.9,1,81 145
shy,4.16,1,6
siamese,2.97,1,13 95 179
sicilian,3.11,1,156 157
sicily,3.46,1,41 45 65
side,5.5,1,176
sideburns,2.53,0,149
sidestroke,0.0,0,42
sienna,2.97,1,162
sight,4.54,1,4 46
sign,5.08,1,138
signal,4.62,1,43 62 69 166 174 188
signature,4.25,1,197
silence,4.46,1,30
silently,3.58,1,174
silicon valley,4.0,1,33
silk,4.11,1,12 28 181
silt,2.96,1,180
silver,4.81,1,82 174 188
silverado,2.73,1,87
simmer,3.27,1,156
simple,5.08,1,181
simulation,3.94,1,24 157 193
sing,4.54,1,82
singer,4.52,1,138 198
single,5.41,1,165
sink,4.21,1,112
sinker,2.61,1,191
sioux,3.44,1,67
siren,3.46,1,107 128 139 163
sirius,3.26,1,15 93
sister,4.95,1,8 60 104 137 178
sitcom,3.55,1,81
site,5.22,1,48
situational,3.14,1,177
six,5.29,1,182
skateboard,3.21,1,140 143
skating,3.84,1,89 165
skeleton,3.8,1,111 191
sketch,4.04,1,67 81
skiing,3.84,1,42 89 115 185
skin,4.91,1,25 103 189
skincare,3.32,1,15
skink,2.14,0,135
skinny,3.99,1,178
skip,4.21,1,146
skis,3.19,1,51
skittles,2.79,1,95
skull,4.09,1,63
skunk,3.1,1,127 154 194
sky,4.72,1,2 117
skydiving,3.01,1,68 78 180
skyscraper,3.2,1,106 116 143
skyscrapers,3.12,1,185
slave,4.31,1,63
sled,3.23,1,65
sledding,2.58,1,185
sleep,5.05,1,14 37 75 108
sleeping bag,4.56,1,57
sleet,2.83,1,164
sleigh,2.99,1,73
slice,4.0,1,48
slick,3.71,1,184
slider,3.21,1,191
sliding,3.87,1,170
slip,4.28,1,110
slipper,3.08,1,21
slogan,3.72,1,109
slope,3.9,1,78
sloth,3.1,1,195
slots,3.83,1,75 163
slovakia,3.4,1,46
slovenia,3.41,1,46
slovenly,2.21,0,193
slow,4.85,1,11
slowly,4.63,1,174
slug,3.31,1,158 184
slumber,3.2,1,143
slur,3.18,1,179
sly,3.4,1,180
small,5.51,1,182
smartphone,4.06,1,29 35 43 90 120 142
smartwatch,3.0,1,35 90 142
smell,4.49,1,4 179 195
smile,4.64,1,35 73 150 176
smog,3.05,1,61
smoke,4.67,1,6 49 70 78 150 199
smoky,3.33,1,39 188
sms,3.66,1,82
snack,3.9,1,62
snacks,3.86,1,85
snail,3.67,1,93 158 169 195
snake,4.23,1,8 32 41 79 86 101 113 135 184
snap,4.21,1,84 199
snape,2.96,1,65
sneakers,3.53,1,39 88
sneaky,3.52,1,180
sneeze,3.19,1,123 138 167 170 179 199
snicker,2.48,0,164 194
snickers,3.0,1,95
sniff,3.44,1,179 195
snooze,2.98,1,133 143
snout,3.08,1,89 131
snow,4.66,1,4 65 73 76 90
snowboarding,3.15,1,78 89 115 165 180 185
snowdrift,1.9,0,164
snowflake,3.25,1,125
snowy,3.46,1,11
soaked,3.66,1,175
soap,4.18,1,14
soccer,4.48,1,122 164
socialism,3.88,1,118
society,5.17,1,155
socks,4.03,1,51 133 187
socrates,3.27,1,41
soda,4.04,1,5 6 22 61 90 119 131
sofa,3.81,1,4 29 75 87 116
softener,2.51,0,15
software,4.77,1,30
soil,4.42,1,2 16 149 150 151
soiled,2.97,1,193
solana,2.38,0,194
solar,4.53,1,59 87 90 119 122 142 166 168 176 197
soldier,4.46,1,63
sole,4.29,1,4
solid,4.73,1,23 80 193 196
solution,4.84,1,55
somatic,2.93,1,195
sombrero,2.57,1,85 192
sometimes,5.28,1,65
sommelier,2.48,0,180
sonar,3.3,1,54 147
sonata,3.13,1,72
song,5.26,1,28 74 95
sonnet,2.96,1,188
sony,4.19,1,189
soon,5.32,1,143
soprano,3.31,1,40 187
sorbet,2.64,1,126
sorrow,3.73,1,157
sound,5.15,1,46 107 137
soundcheck,2.23,0,185
soundhole,1.16,0,159
soup,4.15,1,18 43 62 158 169
sour,3.88,1,9 152 188
sourdough,2.78,1,130
south,5.4,1,1 7 24 121 139 197
south pole,4.23,1,71
souvenir,3.36,1,78
soy,3.63,1,53 94 170
spa,3.96,1,192
space,5.23,1,112
spacebar,2.01,0,192
spaceship,3.36,1,81
spades,3.14,1,14 128
spaghetti,3.65,1,43 169
spain,4.59,1,16 72 91 97 137
spandex,2.9,1,192
spanish,4.73,1,31
spare,4.28,1,159
spark plug,3.99,1,25
sparks,3.76,1,70
sparrow,3.48,1,32 137
spartacus,2.83,1,125
spartan,3.37,1,193
spatula,2.86,1,118 121 133 152
speaker,4.49,1,137
spear,3.7,1,10 33 143
speck,3.02,1,160
speech,4.85,1,195
speed,5.0,1,36 152
speed limit,4.7,1,78 138 192
speedway,3.23,1,55
speedy,3.65,1,162
spell,4.37,1,104 129 183
spellbook,1.74,0,36
sperm,3.84,1,182
sphere,3.91,1,6
sphinx,3.0,1,38 49 81 96 158 166 190
sphynx,1.98,0,13 95
spices,3.55,1,174
spicy,3.8,1,52 188
spider,4.25,1,96 101 189
spider-man,4.24,0,170
spiderman,3.2,1,135 175
spiders,3.75,1,141 166
spielberg,3.12,1,166
spike,3.96,1,59 140
spin,4.38,1,123
spinach,3.48,1,127 147
spine,3.93,1,68 131 139 175
spinner,3.36,1,153
spit,3.85,1,102
splash,3.85,1,175
spokes,2.84,1,180
sponge,3.59,1,87 97 153
sponsor,4.04,1,131
spoon,3.88,1,2 61 94 118
sporty,3.1,1,109 167
spots,4.33,1,100
sprain,2.85,1,174
spray,4.18,1,111
spreadsheet,3.31,1,121
spring,4.92,1,20 46 66 76 109 125 174
spring roll,4.75,1,62
sprinkler,3.05,1,194
sprinkles,2.95,1,180
sprint,3.96,1,100 125
spritz,2.46,0,152
sprout,3.11,1,70
sputnik,2.77,1,188
squadron,3.69,1,117
square,4.84,1,2 5 110 136 181
squash,3.63,1,59 137 149 177
squat,3.48,1,165
squid,3.44,1,34 93 169
squirrel,3.69,1,56 59 177
stable,4.48,1,31 99
staccato,2.58,1,179
stadium,4.63,1,154 156 185
stage,5.1,1,23 65 70 101 138 196
stairs,4.14,1,162
stalactite,1.81,0,40 160
stalag,2.32,0,195
stamen,2.0,0,128
stamp,4.11,1,44 82 134 148 150 168
stand-up,5.12,0,81
stanford,3.98,1,149 162
stapler,2.53,0,17
star,5.19,1,20 49 122 155 171
star chart,4.47,1,24
star death,5.19,1,40
starboard,3.17,1,151
starfish,3.0,1,169
starry night,3.15,1,179
stars,4.86,1,7 13 33 37 52 65 70 140
station,5.01,1,39 54 57 62 124
statue,4.09,1,28 110 128
statue of liberty,4.09,1,78
statuette,2.61,1,191
steak,3.97,1,8 90 169
steal,4.41,1,123
steam,4.52,1,17 57 120
steam engine,4.52,1,57
steamer,3.36,1,185
steel,4.71,1,155 194
steeplechase,2.59,1,125
steering,3.93,1,152
stegosaurus,2.12,0,45 176
stem,4.3,1,156 195
step,5.13,1,127 172
steps,4.73,1,6
stern,3.9,1,128
stethoscope,2.66,1,4 132
sting,3.8,1,41
stinger,2.92,1,173
stippling,2.17,0,115
stirred,3.47,1,152
stitch,3.64,1,48 130 169 172
stockings,3.47,1,169
stocks,4.28,1,106 117 156
stomach,4.42,1,55
stomatitis,1.95,0,85
stone,4.8,1,48 158 193
stonehenge,2.93,1,193
stop,5.52,1,78 138 192
stopwatch,2.59,1,115 127 171 174
storm,4.66,1,187
story,5.45,1,110 113 190
stove,3.71,1,58 86 90 112 166
straight,5.04,1,121 178
strand,3.68,1,177
strap,3.79,1,145 174
strategy,4.74,1,24
straw,3.99,1,19 199
